"id"	"id.orig"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"sex"	"age"	"ethnicity"	"occupation"	"speech.unit.count"	"word.count"
454	454	"<S1B-022#1:J>"	"S1B022"	"1"	"J"	"male"	"55-59"	"Pakeha"	"Member of Parliament"	50	720
455	455	"<S1B-022#1:N>"	"S1B022"	"1"	"N"	"male"	"35-39"	"Pakeha"	"Broadcaster"	22	197
456	456	"<S1B-022#1:P>"	"S1B022"	"1"	"P"	"male"	"30-34"	"Pakeha"	"Lecturer"	6	100
457	457	"<S1B-022#1:S>"	"S1B022"	"1"	"S"	"male"	"30-34"	"Pakeha"	"Member of Parliament"	65	794
458	458	"<S1B-023#1:D>"	"S1B023"	"1"	"D"	"male"	"45-49"	"Pakeha"	"Journalist"	67	1745
459	459	"<S1B-023#1:M>"	"S1B023"	"1"	"M"	"female"	"30-34"	"Pakeha"	"Broadcaster/Journalist"	23	350
460	460	"<S1B-024#1:J>"	"S1B024"	"1"	"J"	"female"	"45-49"	"Pakeha"	"Writer"	53	686
461	461	"<S1B-024#1:M>"	"S1B024"	"1"	"M"	"female"	"30-34"	"Pakeha"	"Broadcaster/Journalist"	64	674
462	462	"<S1B-024#1:S>"	"S1B024"	"1"	"S"	"male"	"35-39"	"Pakeha"	"TV Quiz Show Host"	63	705
463	463	"<S1B-025#1:M>"	"S1B025"	"1"	"M"	"female"	"30-34"	"Pakeha"	"Broadcaster/Journalist"	34	411
464	464	"<S1B-025#1:R>"	"S1B025"	"1"	"R"	"male"	"45-49"	"Pakeha"	"Journalist"	68	1462
465	465	"<S1B-026#1:J>"	"S1B026"	"1"	"J"	"male"	"55-59"	"Pakeha"	"Member of Parliament"	109	995
466	466	"<S1B-026#1:L>"	"S1B026"	"1"	"L"	"male"	"40-44"	"Pakeha"	"Journalist"	51	535
467	467	"<S1B-026#1:T>"	"S1B026"	"1"	"T"	"male"	"60-64"	"Pakeha"	"Self Employed Barrister"	94	900
468	468	"<S1B-026#1:X>"	"S1B026"	"1"	"X"	NA	NA	NA	NA	34	4
469	469	"<S1B-027#1:F>"	"S1B027"	"1"	"F"	"female"	"40-44"	"Pakeha"	"Editor"	10	287
470	470	"<S1B-027#1:H>"	"S1B027"	"1"	"H"	"female"	"30-34"	"Pakeha"	"Broadcaster/Journalist"	19	291
471	471	"<S1B-027#1:M>"	"S1B027"	"1"	"M"	"male"	"45-49"	"Pakeha"	"Member of Parliament"	26	603
472	472	"<S1B-027#1:N>"	"S1B027"	"1"	"N"	"male"	"40-44"	"Pakeha"	"Managing Director/Bank CEO"	7	248
473	473	"<S1B-027#1:P>"	"S1B027"	"1"	"P"	"male"	"40-44"	"Pakeha"	"Journalist"	26	383
474	474	"<S1B-027#1:R>"	"S1B027"	"1"	"R"	"female"	"40-44"	"Pakeha"	"Minister of Finance"	49	907
475	475	"<S1B-028#1:B>"	"S1B028"	"1"	"B"	"male"	"55-59"	"Pakeha"	"Prime Minister"	51	542
476	476	"<S1B-028#1:F>"	"S1B028"	"1"	"F"	"male"	"55-59"	"Pakeha"	"Company Chairman"	79	897
477	477	"<S1B-028#1:H>"	"S1B028"	"1"	"H"	"male"	"40-44"	"Pakeha"	"Journalist"	45	369
478	478	"<S1B-028#1:J>"	"S1B028"	"1"	"J"	"female"	"45-49"	"Pakeha"	"Lecturer"	23	327
479	479	"<S1B-028#1:M>"	"S1B028"	"1"	"M"	"male"	"45-49"	"Pakeha"	"Member of Parliament"	32	385
480	480	"<S1B-029#1:?>"	"S1B029"	"1"	"?"	NA	NA	NA	NA	1	2
481	481	"<S1B-029#1:L>"	"S1B029"	"1"	"L"	"male"	"40-44"	"Pakeha"	"Journalist"	36	398
482	482	"<S1B-029#1:R>"	"S1B029"	"1"	"R"	"male"	"55-59"	"Pakeha"	"Self-Employed"	55	1171
483	483	"<S1B-029#1:W>"	"S1B029"	"1"	"W"	"male"	"60-64"	"Maori"	"Professor"	24	494
484	484	"<S1B-029#1:X>"	"S1B029"	"1"	"X"	"male"	NA	NA	NA	24	104
485	485	"<S1B-030#1:A>"	"S1B030"	"1"	"A"	"male"	"50-54"	"Pakeha"	"Company Director"	20	320
486	486	"<S1B-030#1:G>"	"S1B030"	"1"	"G"	"female"	"50-54"	"Pakeha"	"Executive Director Nurses Association"	5	71
487	487	"<S1B-030#1:H>"	"S1B030"	"1"	"H"	"female"	"40-44"	"Pakeha"	"Member of Parliament"	28	267
488	488	"<S1B-030#1:L>"	"S1B030"	"1"	"L"	"male"	"40-44"	"Pakeha"	"Journalist"	42	569
489	489	"<S1B-030#1:S>"	"S1B030"	"1"	"S"	"male"	"30-34"	"Pakeha"	"Member of Parliament"	46	636
490	490	"<S1B-030#1:Z>"	"S1B030"	"1"	"Z"	NA	NA	NA	NA	29	532
491	491	"<S1B-031#1:J>"	"S1B031"	"1"	"J"	"male"	"55-59"	"Pakeha"	"Prime Minister"	71	1043
492	492	"<S1B-031#1:L>"	"S1B031"	"1"	"L"	"male"	"40-44"	"Pakeha"	"Journalist"	20	350
493	493	"<S1B-031#1:M>"	"S1B031"	"1"	"M"	"male"	"40-44"	"Pakeha"	"Leader of the Opposition"	51	741
494	494	"<S1B-032#1:?>"	"S1B032"	"1"	"?"	NA	NA	NA	NA	8	8
495	495	"<S1B-032#1:A>"	"S1B032"	"1"	"A"	"male"	"40-44"	"Pakeha"	"Member of Parliament"	24	287
496	496	"<S1B-032#1:G>"	"S1B032"	"1"	"G"	"male"	"45-49"	"Pakeha"	"Company Director"	30	339
497	497	"<S1B-032#1:H>"	"S1B032"	"1"	"H"	"male"	"40-44"	"Pakeha"	"Journalist"	64	644
498	498	"<S1B-032#1:M>"	"S1B032"	"1"	"M"	"male"	"35-39"	"Pakeha"	"Member of Parliament"	34	453
499	499	"<S1B-032#1:R>"	"S1B032"	"1"	"R"	"male"	NA	"Pakeha"	"Member of Parliament"	40	480
500	500	"<S1B-032#1:W>"	"S1B032"	"1"	"W"	"male"	"45-49"	"Scots/Maori"	"Member of Parliament"	52	617
501	501	"<S1B-033#1:B>"	"S1B033"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Journalist"	86	628
502	502	"<S1B-033#1:J>"	"S1B033"	"1"	"J"	"female"	"30-34"	"Pakeha"	"Journalist"	23	304
503	503	"<S1B-033#1:R>"	"S1B033"	"1"	"R"	"male"	"45-49"	"Pakeha"	"Journalist"	77	516
504	504	"<S1B-033#1:S>"	"S1B033"	"1"	"S"	"male"	"40-44"	"Pakeha"	"Political Editor/Commentator"	60	631
505	505	"<S1B-033#1:T>"	"S1B033"	"1"	"T"	"male"	"60-64"	"Pakeha"	"Barrister"	37	344
506	506	"<S1B-034#1:?>"	"S1B034"	"1"	"?"	NA	NA	NA	NA	1	1
507	507	"<S1B-034#1:A>"	"S1B034"	"1"	"A"	"male"	"40-44"	"Pakeha"	"Consultant"	32	375
508	508	"<S1B-034#1:J>"	"S1B034"	"1"	"J"	"male"	"40-44"	"Pakeha"	"Teacher"	54	512
509	509	"<S1B-034#1:N>"	"S1B034"	"1"	"N"	"male"	"35-39"	"Pakeha"	"Broadcaster"	33	311
510	510	"<S1B-034#1:R>"	"S1B034"	"1"	"R"	"male"	NA	"Pakeha"	"Member of Parliament"	65	797
511	511	"<S1B-034#1:X>"	"S1B034"	"1"	"X"	"male"	NA	NA	NA	51	9
512	512	"<S1B-035#1:?>"	"S1B035"	"1"	"?"	NA	NA	NA	NA	3	3
513	513	"<S1B-035#1:B>"	"S1B035"	"1"	"B"	"male"	"40-44"	"Pakeha"	"Political Editor/Commentator"	86	666
514	514	"<S1B-035#1:H>"	"S1B035"	"1"	"H"	"male"	"40-44"	"Pakeha"	"Journalist"	85	579
515	515	"<S1B-035#1:J>"	"S1B035"	"1"	"J"	"female"	"30-34"	"Pakeha"	"Journalist"	41	350
516	516	"<S1B-035#1:T>"	"S1B035"	"1"	"T"	"male"	"60-64"	"Pakeha"	"Barrister"	50	428
517	517	"<S1B-035#1:X>"	"S1B035"	"1"	"X"	"male"	NA	NA	NA	63	23
518	518	"<S1B-036#1:H>"	"S1B036"	"1"	"H"	"male"	"50-54"	"Pakeha"	"Radio Programme Producer"	31	510
519	519	"<S1B-036#1:V>"	"S1B036"	"1"	"V"	"male"	"50-54"	"Pakeha"	"Lecturer"	104	1832
520	520	"<S1B-036#1:X>"	"S1B036"	"1"	"X"	"male"	NA	NA	NA	79	115
521	521	"<S1B-037#1:B>"	"S1B037"	"1"	"B"	"male"	"60-64"	"Pakeha"	"Privacy Commissioner"	22	612
522	522	"<S1B-037#1:H>"	"S1B037"	"1"	"H"	"male"	"40-44"	"Pakeha"	"Political Editor/Commentator"	25	529
523	523	"<S1B-037#1:J>"	"S1B037"	"1"	"J"	"female"	"35-39"	"Pakeha"	"Minister of the Crown"	28	699
524	524	"<S1B-037#1:Z>"	"S1B037"	"1"	"Z"	"male"	NA	NA	NA	3	85
525	525	"<S1B-038#1:?>"	"S1B038"	"1"	"?"	NA	NA	NA	NA	5	2
526	526	"<S1B-038#1:C>"	"S1B038"	"1"	"C"	"female"	"35-39"	"Pakeha"	"Talkback Host"	54	554
527	527	"<S1B-038#1:H>"	"S1B038"	"1"	"H"	"male"	"40-44"	"Pakeha"	"Journalist"	94	788
528	528	"<S1B-038#1:J>"	"S1B038"	"1"	"J"	"female"	"40-44"	"Pakeha"	"Newspaper Editor"	45	440
529	529	"<S1B-038#1:P>"	"S1B038"	"1"	"P"	"male"	"45-49"	"Pakeha"	"Television Journalist"	17	299
530	530	"<S1B-038#1:R>"	"S1B038"	"1"	"R"	"male"	"45-49"	"Pakeha"	"Journalist"	52	652
531	531	"<S1B-039#1:D>"	"S1B039"	"1"	"D"	"female"	"35-39"	"Pakeha"	"Journalist"	60	543
532	532	"<S1B-039#1:H>"	"S1B039"	"1"	"H"	"female"	"35-39"	"Pakeha"	"Journalist"	68	1068
533	533	"<S1B-039#1:J>"	"S1B039"	"1"	"J"	"male"	"35-39"	"Pakeha/Arabic"	"Writer for The Listener"	60	752
534	534	"<S1B-040#1:B>"	"S1B040"	"1"	"B"	"male"	"60-64"	"Pakeha"	"Privacy Commissioner"	11	231
535	535	"<S1B-040#1:H>"	"S1B040"	"1"	"H"	"male"	"40-44"	"Pakeha"	"Political Editor/Commentator"	21	316
536	536	"<S1B-040#1:J>"	"S1B040"	"1"	"J"	"female"	"35-39"	"Pakeha"	"Minister of the Crown"	43	954
537	537	"<S1B-040#1:T>"	"S1B040"	"1"	"T"	"male"	NA	NA	NA	4	110
538	538	"<S1B-040#1:U>"	"S1B040"	"1"	"U"	"male"	NA	NA	NA	5	112
539	539	"<S1B-040#1:V>"	"S1B040"	"1"	"V"	"female"	NA	NA	NA	9	122
540	540	"<S1B-040#1:Z>"	"S1B040"	"1"	"Z"	"female"	NA	NA	NA	3	51
541	541	"<S1B-041#1:F>"	"S1B041"	"1"	"F"	"female"	"65-69"	"Pakeha"	"Former Teacher"	114	1913
542	542	"<S1B-041#1:I>"	"S1B041"	"1"	"I"	"male"	"50-54"	"Pakeha"	"Documentary Producer"	14	146
543	543	"<S1B-042#1:I>"	"S1B042"	"1"	"I"	"female"	"50-54"	"Pakeha"	"Producer/Journalist/Trainer"	58	464
544	544	"<S1B-042#1:J>"	"S1B042"	"1"	"J"	"male"	"50-54"	"Pakeha"	"Tutor"	135	1584
545	545	"<S1B-043#1:F>"	"S1B043"	"1"	"F"	"female"	"50-54"	"Pakeha"	"Writer/Contract Script-Writer"	80	1053
546	546	"<S1B-043#1:I>"	"S1B043"	"1"	"I"	"female"	"50-54"	"Pakeha"	"Executive Radio Producer"	6	76
547	547	"<S1B-043#1:L>"	"S1B043"	"1"	"L"	"female"	"65-69"	"Pakeha"	"Writer"	80	1028
548	548	"<S1B-044#1:I>"	"S1B044"	"1"	"I"	"female"	"30-34"	"Pakeha"	"Broadcaster/Journalist"	77	1146
549	549	"<S1B-044#1:R>"	"S1B044"	"1"	"R"	"female"	"40-44"	"Spanish/German"	"Florist"	86	906
550	550	"<S1B-045#1:I>"	"S1B045"	"1"	"I"	"male"	"60-64"	"Pakeha"	"Journalist"	30	335
551	551	"<S1B-045#1:R>"	"S1B045"	"1"	"R"	"female"	"45-49"	"Maori"	"Teacher/Advocate/Negotiator"	140	1730
552	552	"<S1B-046#1:I>"	"S1B046"	"1"	"I"	"female"	"40-44"	"Pakeha"	"Training & Devt Manager"	18	94
553	553	"<S1B-046#1:J>"	"S1B046"	"1"	"J"	"female"	"30-34"	"Pakeha"	"Entertainer"	58	746
554	554	"<S1B-046#1:L>"	"S1B046"	"1"	"L"	"female"	"30-34"	"Pakeha"	"Entertainer"	86	1196
555	555	"<S1B-047#1:D>"	"S1B047"	"1"	"D"	"female"	"40-44"	"Maori"	"Barrister & Solicitor"	31	696
556	556	"<S1B-047#1:I>"	"S1B047"	"1"	"I"	"female"	"30-34"	"Pakeha"	"Broadcaster/Journalist"	30	503
557	557	"<S1B-047#1:R>"	"S1B047"	"1"	"R"	"male"	"40-44"	"Pakeha"	"Managing Director"	43	819
558	558	"<S1B-048#1:I>"	"S1B048"	"1"	"I"	"female"	"50-54"	"Pakeha"	"Radio Programme Maker"	49	344
559	559	"<S1B-048#1:K>"	"S1B048"	"1"	"K"	"male"	"35-39"	"Pakeha"	"Unemployed"	170	1829
560	560	"<S1B-049#1:I>"	"S1B049"	"1"	"I"	"male"	"35-39"	"Maori/Pakeha"	"Director"	43	363
561	561	"<S1B-049#1:M>"	"S1B049"	"1"	"M"	"male"	"50-54"	"Maori"	"Lecturer"	108	1810
562	562	"<S1B-050#1:I>"	"S1B050"	"1"	"I"	"male"	"35-39"	"Maori/Pakeha"	"DirectorBA HONS"	32	519
563	563	"<S1B-050#1:P>"	"S1B050"	"1"	"P"	"female"	"55-59"	"Maori"	"Self-employed Writer"	91	1416
564	564	"<S1B-051#1:?>"	"S1B051"	"1"	"?"	NA	NA	NA	NA	7	31
565	565	"<S1B-051#1:A>"	"S1B051"	"1"	"A"	"male"	"45-49"	"Pakeha"	"Law Professor"	6	97
566	566	"<S1B-051#1:C>"	"S1B051"	"1"	"C"	"male"	"40-44"	"Pakeha"	"MP"	27	477
567	567	"<S1B-051#1:D>"	"S1B051"	"1"	"D"	"male"	"50-54"	"Pakeha"	"Minister of the Crown"	4	32
568	568	"<S1B-051#1:E>"	"S1B051"	"1"	"E"	"male"	"40-44"	"Pakeha"	"MP"	4	45
569	569	"<S1B-051#1:G>"	"S1B051"	"1"	"G"	"male"	"65-69"	"Pakeha"	"NZ High Commission London"	1	12
570	570	"<S1B-051#1:J>"	"S1B051"	"1"	"J"	"male"	"55-59"	"Pakeha"	"Prime Minister"	7	124
571	571	"<S1B-051#1:K>"	"S1B051"	"1"	"K"	"male"	"45-49"	"Pakeha"	"Speaker Parliament"	90	554
572	572	"<S1B-051#1:P>"	"S1B051"	"1"	"P"	"male"	"45-49"	"Pakeha"	"MP"	12	255
573	573	"<S1B-051#1:R>"	"S1B051"	"1"	"R"	"female"	"40-44"	"Pakeha"	"Minister of Finance"	8	143
574	574	"<S1B-051#1:T>"	"S1B051"	"1"	"T"	"female"	"35-39"	"Pakeha"	"MP"	2	33
575	575	"<S1B-052#1:K>"	"S1B052"	"1"	"K"	"female"	"45-49"	"Pakeha"	"MP"	96	1826
576	576	"<S1B-052#1:R>"	"S1B052"	"1"	"R"	"male"	"45-49"	"Pakeha"	"MP"	10	198
577	577	"<S1B-052#1:X>"	"S1B052"	"1"	"X"	NA	NA	NA	NA	4	0
578	578	"<S1B-053#1:H>"	"S1B053"	"1"	"H"	"female"	"40-44"	"Pakeha"	"MP"	81	1628
579	579	"<S1B-053#1:R>"	"S1B053"	"1"	"R"	"male"	"45-49"	"Pakeha"	"Minister of the Crown"	2	8
580	580	"<S1B-053#1:Y>"	"S1B053"	"1"	"Y"	NA	NA	NA	NA	17	1
581	581	"<S1B-053#2:?>"	"S1B053"	"2"	"?"	NA	NA	NA	NA	2	44
582	582	"<S1B-053#2:A>"	"S1B053"	"2"	"A"	"female"	"45-49"	"Pakeha"	"MP"	4	56
583	583	"<S1B-053#2:B>"	"S1B053"	"2"	"B"	"male"	"45-49"	"Pakeha"	"MP"	7	106
584	584	"<S1B-053#2:J>"	"S1B053"	"2"	"J"	"male"	"55-59"	"Pakeha"	"MP"	3	62
585	585	"<S1B-053#2:K>"	"S1B053"	"2"	"K"	"male"	"45-49"	"Pakeha"	"Speaker Parliament"	36	187
586	586	"<S1B-053#2:M>"	"S1B053"	"2"	"M"	"male"	"40-44"	"Pakeha"	"Minister of the Crown"	4	89
587	587	"<S1B-053#2:P>"	"S1B053"	"2"	"P"	"male"	"50-54"	"Pakeha"	"Associate Professor of English"	1	12
588	588	"<S1B-053#2:R>"	"S1B053"	"2"	"R"	"male"	"45-49"	"Pakeha"	"Minister of the Crown"	3	38
589	589	"<S1B-053#2:W>"	"S1B053"	"2"	"W"	"male"	"45-49"	"Scots/Maori"	"MP"	4	87
590	590	"<S1B-053#2:X>"	"S1B053"	"2"	"X"	"male"	"50-54"	"Maori"	"(no BI)"	2	0
591	591	"<S1B-054#1:B>"	"S1B054"	"1"	"B"	"male"	"55-59"	"Pakeha"	"MP"	58	1079
592	592	"<S1B-054#1:H>"	"S1B054"	"1"	"H"	"female"	"40-44"	"Pakeha"	"MP"	6	150
593	593	"<S1B-054#1:K>"	"S1B054"	"1"	"K"	"male"	"45-49"	"Pakeha"	"Speaker Parliament"	17	135
594	594	"<S1B-054#1:X>"	"S1B054"	"1"	"X"	NA	NA	NA	NA	3	0
595	595	"<S1B-054#2:P>"	"S1B054"	"2"	"P"	"male"	"35-39"	"Pakeha"	"MP"	20	478
596	596	"<S1B-054#2:S>"	"S1B054"	"2"	"S"	"male"	"55-59"	"Pakeha"	"MP"	8	69
597	597	"<S1B-055#1:R>"	"S1B055"	"1"	"R"	"male"	"45-49"	"Pakeha"	"Minister of the Crown"	3	58
598	598	"<S1B-055#1:S>"	"S1B055"	"1"	"S"	"male"	"55-59"	"Pakeha"	"MP"	10	138
599	599	"<S1B-055#1:W>"	"S1B055"	"1"	"W"	"male"	"60-64"	"Pakeha"	"MP"	113	2218
600	600	"<S1B-055#1:X>"	"S1B055"	"1"	"X"	"male"	NA	NA	NA	6	0
601	601	"<S1B-055#1:Y>"	"S1B055"	"1"	"Y"	"female"	"55-59"	"Maori"	NA	37	85
602	602	"<S1B-056#1:?>"	"S1B056"	"1"	"?"	NA	NA	NA	NA	1	2
603	603	"<S1B-056#1:D>"	"S1B056"	"1"	"D"	"male"	"35-39"	"Pakeha"	"MP"	61	1267
604	604	"<S1B-056#1:P>"	"S1B056"	"1"	"P"	"male"	"45-49"	"Pakeha"	"Minister of the Crown"	43	805
605	605	"<S1B-056#1:X>"	"S1B056"	"1"	"X"	NA	NA	NA	NA	3	0
606	606	"<S1B-057#1:B>"	"S1B057"	"1"	"B"	"male"	"55-59"	"Pakeha"	"MP"	39	798
607	607	"<S1B-057#1:J>"	"S1B057"	"1"	"J"	"male"	"45-49"	"Pakeha"	"MP"	76	1192
608	608	"<S1B-057#1:P>"	"S1B057"	"1"	"P"	"male"	"45-49"	"Pakeha"	"Minister of the Crown"	5	56
609	609	"<S1B-057#1:S>"	"S1B057"	"1"	"S"	"male"	"55-59"	"Pakeha"	"MP"	9	41
610	610	"<S1B-058#1:J>"	"S1B058"	"1"	"J"	"female"	"45-49"	"Pakeha"	"Management"	78	1596
611	611	"<S1B-058#1:X>"	"S1B058"	"1"	"X"	NA	NA	NA	NA	14	5
612	612	"<S1B-058#1:Y>"	"S1B058"	"1"	"Y"	"male"	NA	NA	NA	6	0
613	613	"<S1B-058#2:?>"	"S1B058"	"2"	"?"	NA	NA	NA	NA	1	8
614	614	"<S1B-058#2:P>"	"S1B058"	"2"	"P"	"male"	"35-39"	"Pakeha"	"MP"	19	621
615	615	"<S1B-058#2:S>"	"S1B058"	"2"	"S"	"male"	"55-59"	"Pakeha"	"MP"	3	27
616	616	"<S1B-059#1:E>"	"S1B059"	"1"	"E"	"female"	"35-39"	"Pakeha"	"MP"	22	523
617	617	"<S1B-059#2:?>"	"S1B059"	"2"	"?"	NA	NA	NA	NA	2	4
618	618	"<S1B-059#2:B>"	"S1B059"	"2"	"B"	"male"	"55-59"	"Pakeha"	"MP"	38	680
619	619	"<S1B-059#2:P>"	"S1B059"	"2"	"P"	"male"	"45-49"	"Pakeha"	"Minister of the Crown"	54	967
620	620	"<S1B-059#2:S>"	"S1B059"	"2"	"S"	NA	NA	NA	NA	8	0
621	621	"<S1B-060#1:?>"	"S1B060"	"1"	"?"	NA	NA	NA	NA	3	19
622	622	"<S1B-060#1:A>"	"S1B060"	"1"	"A"	"male"	"60-64"	"Pakeha"	"MP"	12	298
623	623	"<S1B-060#1:B>"	"S1B060"	"1"	"B"	"male"	"55-59"	"Pakeha"	"Minister of the Crown"	5	49
624	624	"<S1B-060#1:C>"	"S1B060"	"1"	"C"	"male"	"45-49"	"Pakeha"	"MP"	18	276
625	625	"<S1B-060#1:D>"	"S1B060"	"1"	"D"	"male"	"55-59"	"Pakeha"	"MP"	1	33
626	626	"<S1B-060#1:E>"	"S1B060"	"1"	"E"	"female"	"45-49"	"Pakeha"	"Management"	6	37
627	627	"<S1B-060#1:H>"	"S1B060"	"1"	"H"	"male"	"35-39"	"Pakeha"	"Counsellor/Teacher"	2	34
628	628	"<S1B-060#1:J>"	"S1B060"	"1"	"J"	"male"	"55-59"	"Pakeha"	"Prime Minister"	1	6
629	629	"<S1B-060#1:K>"	"S1B060"	"1"	"K"	"male"	"45-49"	"Pakeha"	"Speaker Parliament"	84	430
630	630	"<S1B-060#1:M>"	"S1B060"	"1"	"M"	"male"	"45-49"	"Pakeha"	"MP"	4	89
631	631	"<S1B-060#1:P>"	"S1B060"	"1"	"P"	"male"	"50-54"	"Pakeha"	"Cabinet Minister"	2	71
632	632	"<S1B-060#1:R>"	"S1B060"	"1"	"R"	"male"	"45-49"	"Pakeha"	"MP"	27	582
633	633	"<S1B-060#1:S>"	"S1B060"	"1"	"S"	"male"	"45-49"	"Pakeha"	"Regional Councillor"	4	30
634	634	"<S1B-060#1:W>"	"S1B060"	"1"	"W"	"male"	"45-49"	"Scots/Maori"	"MP"	5	76
635	635	"<S1B-061#1:C>"	"S1B061"	"1"	"C"	"female"	"20-24"	"Pakeha"	NA	62	464
636	636	"<S1B-061#1:P>"	"S1B061"	"1"	"P"	"male"	"20-24"	"Pakeha"	"Lawyer"	72	704
637	637	"<S1B-061#1:X>"	"S1B061"	"1"	"X"	"female"	NA	NA	NA	17	0
638	638	"<S1B-061#2:A>"	"S1B061"	"2"	"A"	"female"	"20-24"	"Pakeha"	NA	53	370
639	639	"<S1B-061#2:D>"	"S1B061"	"2"	"D"	"female"	"20-24"	"Pakeha"	NA	48	564
640	640	"<S1B-062#1:?>"	"S1B062"	"1"	"?"	NA	NA	NA	NA	1	1
641	641	"<S1B-062#1:C>"	"S1B062"	"1"	"C"	"female"	"20-24"	"Maori/Nuiean/Samoan"	"Legal Researcher"	109	988
642	642	"<S1B-062#1:D>"	"S1B062"	"1"	"D"	"female"	"20-24"	"Pakeha"	"Courier"	88	810
643	643	"<S1B-062#1:X>"	"S1B062"	"1"	"X"	"female"	NA	NA	NA	12	18
644	644	"<S1B-062#2:E>"	"S1B062"	"2"	"E"	"female"	"20-24"	"Pakeha"	NA	41	426
645	645	"<S1B-062#2:F>"	"S1B062"	"2"	"F"	"male"	"20-24"	"Chinese"	"Video Hire"	38	242
646	646	"<S1B-063#1:A>"	"S1B063"	"1"	"A"	"male"	"20-24"	"Pakeha"	"Lawyer"	74	578
647	647	"<S1B-063#1:C>"	"S1B063"	"1"	"C"	"male"	"20-24"	"Chinese"	"Video Hire"	7	47
648	648	"<S1B-063#1:P>"	"S1B063"	"1"	"P"	"male"	"30-34"	"Pakeha"	"Law Clerk"	59	830
649	649	"<S1B-063#1:X>"	"S1B063"	"1"	"X"	"male"	NA	NA	NA	10	12
650	650	"<S1B-063#2:B>"	"S1B063"	"2"	"B"	"female"	"20-24"	"Pakeha"	NA	6	42
651	651	"<S1B-063#2:D>"	"S1B063"	"2"	"D"	"female"	"20-24"	"Pakeha"	NA	49	508
652	652	"<S1B-063#2:R>"	"S1B063"	"2"	"R"	"male"	"25-29"	"Pakeha"	NA	41	248
653	653	"<S1B-063#2:Y>"	"S1B063"	"2"	"Y"	"female"	NA	NA	NA	6	8
654	654	"<S1B-064#1:C>"	"S1B064"	"1"	"C"	"male"	"20-24"	"Chinese"	"Video Hire"	53	653
655	655	"<S1B-064#1:P>"	"S1B064"	"1"	"P"	"male"	"30-34"	"Pakeha"	"Law Clerk"	42	194
656	656	"<S1B-064#1:X>"	"S1B064"	"1"	"X"	"male"	NA	NA	NA	3	0
657	657	"<S1B-064#2:A>"	"S1B064"	"2"	"A"	"male"	"20-24"	"Maori/Pakeha"	"P/T Lawyer"	84	883
658	658	"<S1B-064#2:D>"	"S1B064"	"2"	"D"	"female"	"20-24"	"Pakeha"	NA	62	376
659	659	"<S1B-065#1:?>"	"S1B065"	"1"	"?"	NA	NA	NA	NA	2	10
660	660	"<S1B-065#1:C>"	"S1B065"	"1"	"C"	"male"	"20-24"	"Maori/Pakeha"	"P/T Lawyer"	38	281
661	661	"<S1B-065#1:P>"	"S1B065"	"1"	"P"	"male"	"35-39"	"Pakeha"	"Legal Editor"	32	357
662	662	"<S1B-065#1:X>"	"S1B065"	"1"	"X"	"male"	NA	NA	NA	3	0
663	663	"<S1B-065#2:D>"	"S1B065"	"2"	"D"	"male"	"45-49"	"Pakeha"	"Barrister"	136	1135
664	664	"<S1B-065#2:F>"	"S1B065"	"2"	"F"	"male"	"35-39"	"Pakeha"	"Detective NZ Police"	99	753
665	665	"<S1B-065#2:Y>"	"S1B065"	"2"	"Y"	NA	NA	NA	NA	3	1
666	666	"<S1B-066#1:C>"	"S1B066"	"1"	"C"	"female"	"20-24"	"Pakeha"	NA	59	570
667	667	"<S1B-066#1:D>"	"S1B066"	"1"	"D"	"male"	"20-24"	"Pakeha"	"Lawyer"	40	162
668	668	"<S1B-066#1:X>"	"S1B066"	"1"	"X"	"male"	NA	NA	NA	1	0
669	669	"<S1B-066#2:A>"	"S1B066"	"2"	"A"	"male"	"40-44"	"Pakeha"	"Solicitor"	90	997
670	670	"<S1B-066#2:P>"	"S1B066"	"2"	"P"	"female"	"20-24"	"Maori"	"P/T Film Technician"	82	312
671	671	"<S1B-066#2:Y>"	"S1B066"	"2"	"Y"	NA	NA	NA	NA	2	4
672	672	"<S1B-067#1:C>"	"S1B067"	"1"	"C"	"female"	"20-24"	"Pakeha"	NA	27	193
673	673	"<S1B-067#1:D>"	"S1B067"	"1"	"D"	"male"	"20-24"	"Chinese"	"Video Hire"	53	460
674	674	"<S1B-067#2:A>"	"S1B067"	"2"	"A"	"male"	"30-34"	"Pakeha"	"Solicitor"	89	936
675	675	"<S1B-067#2:B>"	"S1B067"	"2"	"B"	"female"	"35-39"	"Pakeha"	"Barrister"	2	12
676	676	"<S1B-067#2:P>"	"S1B067"	"2"	"P"	"male"	"30-34"	"Pakeha"	"Constable"	79	699
677	677	"<S1B-067#2:X>"	"S1B067"	"2"	"X"	"male"	NA	NA	NA	3	0
678	678	"<S1B-068#1:C>"	"S1B068"	"1"	"C"	"male"	"35-39"	"Pakeha"	"Lawyer"	90	1292
679	679	"<S1B-068#1:J>"	"S1B068"	"1"	"J"	"female"	"45-49"	"Pakeha"	"Judge"	1	5
680	680	"<S1B-068#1:P>"	"S1B068"	"1"	"P"	"female"	"25-29"	"Pakeha"	"Police Constable"	86	735
681	681	"<S1B-068#1:X>"	"S1B068"	"1"	"X"	NA	NA	NA	NA	1	0
