"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile"	"spk.id"	"spk.ref"	"zone"	"title"	"date"	"sex"	"age"	"prov"	"reside"	"ed.lev"	"occupation"	"relig"	"1st.lg"	"other.lgs"	"speech.unit.count"	"word.count"
707	"960"	"<S1B-047$B>"	"S1B-047"	"1"	"715"	"B"	"republic of ireland"	"kevin moran"	"1990-1994"	"male"	"34-41"	"dublin (city)"	NA	NA	"footballer"	NA	NA	NA	77	954
708	"961"	"<S1B-047$C>"	"S1B-047"	"1"	"716"	"C"	"republic of ireland"	"kevin moran"	"1990-1994"	"male"	"50+"	"kerry"	"kerry"	"secondary school qualification"	"former gaa footballer"	NA	NA	NA	23	278
709	"962"	"<S1B-047$D>"	"S1B-047"	"1"	"717"	"D"	"republic of ireland"	"kevin moran"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	NA	"former gaa footballer"	NA	NA	NA	13	190
710	"963"	"<S1B-048$A>"	"S1B-048"	"1"	"718"	"A"	"republic of ireland"	"tim pat coogan"	"1990-1994"	"male"	NA	"laois"	"cork (city)"	"first degree"	"radio producer writer teacher"	NA	NA	NA	21	304
711	"964"	"<S1B-048$B>"	"S1B-048"	"1"	"719"	"B"	"republic of ireland"	"tim pat coogan"	"1990-1994"	"male"	"50+"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"author journalist"	NA	NA	NA	105	1691
712	"965"	"<S1B-049$A>"	"S1B-049"	"1"	"720"	"A"	"republic of ireland"	"m o suilleabhain"	"1990-1994"	"male"	"50+"	NA	NA	NA	"broadcaster journalist"	NA	NA	NA	34	291
713	"966"	"<S1B-049$B>"	"S1B-049"	"1"	"721"	"B"	"republic of ireland"	"m o suilleabhain"	"1990-1994"	"male"	"42-49"	"tipperary"	"tipperary"	"doctoral degree"	"professor composer"	"catholic"	"english & irish gaelic"	NA	69	1170
714	NA	"<S1B-050$?>"	"S1B-050"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	21
715	"967"	"<S1B-050$A>"	"S1B-050"	"1"	"722"	"A"	"republic of ireland"	"trinity students"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	31	311
716	"968"	"<S1B-050$B>"	"S1B-050"	"1"	"723"	"B"	"republic of ireland"	"trinity students"	"1990-1994"	"female"	NA	NA	NA	NA	"college administrator"	NA	NA	NA	27	372
717	"969"	"<S1B-050$C>"	"S1B-050"	"1"	"724"	"C"	"republic of ireland"	"trinity students"	"1990-1994"	"male"	NA	"clare"	"dublin (city)"	"some tertiary education"	"former gaa hurler student"	NA	NA	NA	16	171
718	"970"	"<S1B-050$D>"	"S1B-050"	"1"	"725"	"D"	"republic of ireland"	"trinity students"	"1990-1994"	"male"	NA	NA	"dublin (city)"	"some tertiary education"	"student"	NA	NA	NA	9	201
719	"971"	"<S1B-050$E>"	"S1B-050"	"1"	"726"	"E"	"republic of ireland"	"trinity students"	"1990-1994"	"male"	NA	"wexford"	"dublin (city)"	"some tertiary education"	"student"	NA	NA	NA	8	78
720	"972"	"<S1B-050$F>"	"S1B-050"	"1"	"727"	"F"	"republic of ireland"	"trinity students"	"1990-1994"	"female"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	4	96
721	"973"	"<S1B-050$G>"	"S1B-050"	"1"	"728"	"G"	"republic of ireland"	"trinity students"	"1990-1994"	"female"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	7	89
722	"974"	"<S1B-050$H>"	"S1B-050"	"1"	"729"	"H"	"republic of ireland"	"trinity students"	"1990-1994"	"female"	NA	NA	NA	NA	"college administrator"	NA	NA	NA	33	508
723	"975"	"<S1B-050$I>"	"S1B-050"	"1"	"730"	"I"	"republic of ireland"	"trinity students"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	8	85
724	"976"	"<S1B-050$J>"	"S1B-050"	"1"	"731"	"J"	"republic of ireland"	"trinity students"	"1990-1994"	"male"	"19-25"	NA	NA	"some tertiary education"	"student union officer"	NA	NA	NA	1	67
725	NA	"<S1B-051$?>"	"S1B-051"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3
726	"346"	"<S1B-051$A>"	"S1B-051"	"1"	"267"	"A"	"northern ireland"	"queen's speech"	"1995-2001"	"male"	"50+"	"down"	"antrim"	"first degree"	"politician"	"protestant"	"english"	NA	60	1504
727	"347"	"<S1B-051$B>"	"S1B-051"	"1"	"235"	"B"	"northern ireland"	"queen's speech"	"1995-2001"	"male"	"50+"	NA	"belfast"	"first degree"	"politician"	"protestant"	"english"	NA	2	2
728	"348"	"<S1B-051$C>"	"S1B-051"	"1"	"212"	"C"	"northern ireland"	"queen's speech"	"1995-2001"	"male"	"50+"	"(london)derry"	"(london)derry"	"secondary school qualification"	"politician"	"protestant"	"english"	NA	3	11
729	"349"	"<S1B-051$D>"	"S1B-051"	"1"	"268"	"D"	"northern ireland"	"queen's speech"	"1995-2001"	"male"	"50+"	"antrim"	"antrim"	"secondary school qualification"	"politician minister of religion"	"protestant"	"english"	NA	46	1008
730	NA	"<S1B-051$X>"	"S1B-051"	"1"	NA	"X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
731	"350"	"<S1B-052$A>"	"S1B-052"	"1"	"268"	"A"	"northern ireland"	"potato industry"	"1995-2001"	"male"	"50+"	"antrim"	"antrim"	"secondary school qualification"	"politician minister of religion"	"protestant"	"english"	NA	29	1048
732	"351"	"<S1B-052$B>"	"S1B-052"	"1"	"269"	"B"	"northern ireland"	"potato industry"	"1995-2001"	"male"	"50+"	"tyrone"	"down"	"postgraduate qualification"	"politician executive"	"catholic"	NA	NA	9	66
733	"352"	"<S1B-052$C>"	"S1B-052"	"1"	"270"	"C"	"northern ireland"	"potato industry"	"1995-2001"	"male"	"50+"	"down"	"down"	NA	"politician"	"catholic"	NA	"french"	9	231
734	"353"	"<S1B-052$D>"	"S1B-052"	"1"	"271"	"D"	"northern ireland"	"potato industry"	"1995-2001"	"male"	"50+"	"belfast"	"down"	"postgraduate qualification"	"politician barrister"	"protestant"	NA	NA	31	763
735	"354"	"<S1B-053$A>"	"S1B-053"	"1"	"272"	"A"	"northern ireland"	"multi-party talks 1"	"1995-2001"	"male"	"34-41"	"tyrone"	"belfast"	"postgraduate qualification"	"politician barrister"	"protestant"	"english"	NA	33	616
736	"355"	"<S1B-053$B>"	"S1B-053"	"1"	"271"	"B"	"northern ireland"	"multi-party talks 1"	"1995-2001"	"male"	"50+"	"belfast"	"down"	"postgraduate qualification"	"politician barrister"	"protestant"	NA	NA	10	86
737	"356"	"<S1B-053$C>"	"S1B-053"	"1"	"269"	"C"	"northern ireland"	"multi-party talks 1"	"1995-2001"	"male"	"50+"	"tyrone"	"down"	"postgraduate qualification"	"politician executive"	"catholic"	NA	NA	6	36
738	"357"	"<S1B-053$D>"	"S1B-053"	"1"	"273"	"D"	"northern ireland"	"multi-party talks 1"	"1995-2001"	"female"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"politician secretary"	"protestant"	"english"	NA	30	586
739	"358"	"<S1B-053$E>"	"S1B-053"	"1"	"274"	"E"	"northern ireland"	"multi-party talks 1"	"1995-2001"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	31	640
740	"359"	"<S1B-053$F>"	"S1B-053"	"1"	"275"	"F"	"northern ireland"	"multi-party talks 1"	"1995-2001"	"male"	"26-33"	"belfast"	"belfast"	"postgraduate qualification"	"politician"	"protestant"	"english"	NA	1	6
741	NA	"<S1B-053$X>"	"S1B-053"	"1"	NA	"X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6
742	"360"	"<S1B-054$A>"	"S1B-054"	"1"	"268"	"A"	"northern ireland"	"water supply"	"1995-2001"	"male"	"50+"	"antrim"	"antrim"	"secondary school qualification"	"politician minister of religion"	"protestant"	"english"	NA	6	143
743	"361"	"<S1B-054$B>"	"S1B-054"	"1"	"276"	"B"	"northern ireland"	"water supply"	"1995-2001"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	14	205
744	"362"	"<S1B-054$C>"	"S1B-054"	"1"	"269"	"C"	"northern ireland"	"water supply"	"1995-2001"	"male"	"50+"	"tyrone"	"down"	"postgraduate qualification"	"politician executive"	"catholic"	NA	NA	4	14
745	"363"	"<S1B-054$D>"	"S1B-054"	"1"	"277"	"D"	"northern ireland"	"water supply"	"1995-2001"	"male"	"50+"	NA	"armagh"	NA	"politician"	NA	NA	NA	29	635
746	"364"	"<S1B-054$E>"	"S1B-054"	"1"	"278"	"E"	"northern ireland"	"water supply"	"1995-2001"	"male"	"50+"	"belfast"	"belfast"	"secondary school qualification"	"politician"	"protestant"	"english"	NA	7	153
747	"365"	"<S1B-054$F>"	"S1B-054"	"1"	"212"	"F"	"northern ireland"	"water supply"	"1995-2001"	"male"	"34-41"	"(london)derry"	"(london)derry"	"secondary school qualification"	"politician"	"protestant"	NA	NA	24	878
748	"366"	"<S1B-054$X>"	"S1B-054"	"1"	"279"	"X"	"northern ireland"	"water supply"	"1995-2001"	NA	NA	NA	NA	NA	"politician"	NA	NA	NA	2	2
749	NA	"<S1B-055$?>"	"S1B-055"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
750	"367"	"<S1B-055$A>"	"S1B-055"	"1"	"280"	"A"	"northern ireland"	"multi-party talks 2"	"1995-2001"	"male"	NA	NA	"belfast"	NA	"politician"	NA	NA	NA	91	1666
751	"368"	"<S1B-055$B>"	"S1B-055"	"1"	"281"	"B"	"northern ireland"	"multi-party talks 2"	"1995-2001"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	1	5
752	"369"	"<S1B-055$C>"	"S1B-055"	"1"	"269"	"C"	"northern ireland"	"multi-party talks 2"	"1995-2001"	"male"	"50+"	"tyrone"	"down"	"postgraduate qualification"	"politician executive"	"catholic"	NA	NA	19	239
753	"370"	"<S1B-055$D>"	"S1B-055"	"1"	"282"	"D"	"northern ireland"	"multi-party talks 2"	"1995-2001"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	2	29
754	"371"	"<S1B-055$E>"	"S1B-055"	"1"	"268"	"E"	"northern ireland"	"multi-party talks 2"	"1995-2001"	"male"	"50+"	"antrim"	"antrim"	"secondary school qualification"	"politician minister of religion"	"protestant"	"english"	NA	2	12
755	"372"	"<S1B-055$F>"	"S1B-055"	"1"	"283"	"F"	"northern ireland"	"multi-party talks 2"	"1995-2001"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"politician"	"protestant"	NA	NA	8	349
756	"373"	"<S1B-055$X>"	"S1B-055"	"1"	"284"	"X"	"northern ireland"	"multi-party talks 2"	"1995-2001"	NA	NA	NA	NA	NA	"politician"	NA	NA	NA	9	24
757	"977"	"<S1B-056$A>"	"S1B-056"	"1"	"732"	"A"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	"42-49"	"mayo"	"dublin (city)"	"postgraduate qualification"	"politician"	NA	"english"	"french & irish gaelic"	10	354
758	"978"	"<S1B-056$B>"	"S1B-056"	"1"	"733"	"B"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	"50+"	NA	"wicklow"	NA	"politician publican"	NA	NA	NA	37	315
759	"979"	"<S1B-056$C>"	"S1B-056"	"1"	"734"	"C"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	"50+"	"roscommon"	"dublin (city)"	"first degree"	"politician company director"	"catholic"	"english & irish gaelic"	"french & greek"	24	658
760	"980"	"<S1B-056$D>"	"S1B-056"	"1"	"735"	"D"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	"50+"	"galway (city)"	"galway (city)"	"first degree"	"politician"	"catholic"	"english & irish gaelic"	NA	7	177
761	"981"	"<S1B-056$E>"	"S1B-056"	"1"	"736"	"E"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician"	NA	NA	NA	8	148
762	"982"	"<S1B-056$F>"	"S1B-056"	"1"	"737"	"F"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician barrister"	NA	NA	NA	4	14
763	"983"	"<S1B-056$G>"	"S1B-056"	"1"	"738"	"G"	"republic of ireland"	"attorney general"	"1990-1994"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	2	7
764	NA	"<S1B-056$X>"	"S1B-056"	"1"	NA	"X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
765	NA	"<S1B-057$?>"	"S1B-057"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	15
766	"987"	"<S1B-057$A>"	"S1B-057"	"1"	"745"	"A"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"50+"	"tipperary"	"tipperary"	NA	"politician"	NA	NA	NA	14	126
767	"988"	"<S1B-057$B>"	"S1B-057"	"1"	"741"	"B"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"42-49"	"mayo"	NA	"first degree"	"politician"	"catholic"	"english & irish gaelic"	"french"	1	8
768	"989"	"<S1B-057$C>"	"S1B-057"	"1"	"712"	"C"	"republic of ireland"	"government 1"	"1990-1994"	"female"	"34-41"	"galway (county)"	"dublin (city)"	"first degree"	"politician"	NA	NA	NA	8	126
769	"990"	"<S1B-057$D>"	"S1B-057"	"1"	"742"	"D"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"42-49"	"kerry"	"kerry"	"postgraduate qualification"	"politician business executive"	"catholic"	"english & irish gaelic"	NA	8	223
770	"991"	"<S1B-057$E>"	"S1B-057"	"1"	"732"	"E"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"42-49"	"mayo"	"dublin (city)"	"postgraduate qualification"	"politician"	NA	"english"	"french & irish gaelic"	5	155
771	"992"	"<S1B-057$F>"	"S1B-057"	"1"	"734"	"F"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"50+"	"roscommon"	"dublin (city)"	"first degree"	"politician company director"	"catholic"	"english & irish gaelic"	"french & greek"	11	176
772	"993"	"<S1B-057$G>"	"S1B-057"	"1"	"703"	"G"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"42-49"	"meath"	"meath"	"first degree"	"politician"	"catholic"	"english"	"french"	35	802
773	"994"	"<S1B-057$H>"	"S1B-057"	"1"	"743"	"H"	"republic of ireland"	"government 1"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician solicitor"	"jewish"	NA	NA	3	109
774	"995"	"<S1B-057$X>"	"S1B-057"	"1"	"744"	"X"	"republic of ireland"	"government 1"	"1990-1994"	NA	NA	NA	NA	NA	"politician"	NA	NA	NA	4	11
775	"996"	"<S1B-058$A>"	"S1B-058"	"1"	"734"	"A"	"republic of ireland"	"government 2"	"1990-1994"	"male"	"50+"	"roscommon"	"dublin (city)"	"first degree"	"politician company director"	"catholic"	"english & irish gaelic"	"french & greek"	34	804
776	"997"	"<S1B-058$B>"	"S1B-058"	"1"	"713"	"B"	"republic of ireland"	"government 2"	"1990-1994"	"male"	"50+"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"politician"	"catholic"	"english"	"irish gaelic"	9	237
777	"998"	"<S1B-058$C>"	"S1B-058"	"1"	"745"	"C"	"republic of ireland"	"government 2"	"1990-1994"	"male"	"50+"	"tipperary"	"tipperary"	NA	"politician"	NA	NA	NA	23	101
778	"999"	"<S1B-058$D>"	"S1B-058"	"1"	"712"	"D"	"republic of ireland"	"government 2"	"1990-1994"	"female"	"34-41"	"galway (county)"	"dublin (city)"	"first degree"	"politician"	NA	NA	NA	13	136
779	"1000"	"<S1B-058$E>"	"S1B-058"	"1"	"703"	"E"	"republic of ireland"	"government 2"	"1990-1994"	"male"	"42-49"	"meath"	"meath"	"first degree"	"politician"	"catholic"	"english"	"french"	11	344
780	"1001"	"<S1B-058$F>"	"S1B-058"	"1"	"746"	"F"	"republic of ireland"	"government 2"	"1990-1994"	"male"	"34-41"	"meath"	"meath"	"postgraduate qualification"	"politician"	"catholic"	"english & irish gaelic"	NA	8	369
781	"1002"	"<S1B-058$G>"	"S1B-058"	"1"	"741"	"G"	"republic of ireland"	"government 2"	"1990-1994"	"male"	"42-49"	"mayo"	NA	"first degree"	"politician"	"catholic"	"english & irish gaelic"	"french"	6	250
782	"1003"	"<S1B-059$A>"	"S1B-059"	"1"	"747"	"A"	"republic of ireland"	"budget 1"	"1995-2001"	"male"	"42-49"	NA	"kildare"	"first degree"	"politician accountant"	"catholic"	"english"	NA	30	1054
783	"1004"	"<S1B-059$B>"	"S1B-059"	"1"	"682"	"B"	"republic of ireland"	"budget 1"	"1995-2001"	"male"	"34-41"	NA	NA	"first degree"	"politician solicitor"	NA	"english & irish gaelic"	"french"	1	3
784	"1005"	"<S1B-059$X>"	"S1B-059"	"1"	"748"	"X"	"republic of ireland"	"budget 1"	"1995-2001"	NA	NA	NA	NA	NA	"politician"	NA	NA	NA	2	2
785	"1006"	"<S1B-060$A>"	"S1B-060"	"1"	"747"	"A"	"republic of ireland"	"budget 2"	"1995-2001"	"male"	"42-49"	NA	"kildare"	"first degree"	"politician accountant"	"catholic"	"english"	NA	78	2203
786	"1007"	"<S1B-060$B>"	"S1B-060"	"1"	"733"	"B"	"republic of ireland"	"budget 2"	"1995-2001"	"male"	"50+"	NA	"wicklow"	NA	"politician publican"	NA	NA	NA	2	3
787	"1008"	"<S1B-060$C>"	"S1B-060"	"1"	"749"	"C"	"republic of ireland"	"budget 2"	"1995-2001"	"male"	"42-49"	"galway (city)"	"galway (city)"	"secondary school qualification"	"politician"	"catholic"	"english & irish gaelic"	NA	1	5
788	"1009"	"<S1B-060$D>"	"S1B-060"	"1"	"750"	"D"	"republic of ireland"	"budget 2"	"1995-2001"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	NA	"politician accountant"	"catholic"	NA	NA	1	2
789	NA	"<S1B-060$E>"	"S1B-060"	"1"	NA	"E"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
790	"1010"	"<S1B-060$X>"	"S1B-060"	"1"	"751"	"X"	"republic of ireland"	"budget 1"	"1995-2001"	NA	NA	NA	NA	NA	"politician"	NA	NA	NA	2	2
791	"374"	"<S1B-061$A>"	"S1B-061"	"1"	"97"	"A"	"northern ireland"	"traffic accident"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	77	765
792	"375"	"<S1B-061$B>"	"S1B-061"	"1"	"285"	"B"	"northern ireland"	"traffic accident"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	79	595
793	"376"	"<S1B-061$C>"	"S1B-061"	"1"	"401"	"C"	"northern ireland"	"traffic accident"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	53	736
794	"377"	"<S1B-062$A>"	"S1B-062"	"1"	"286"	"A"	"northern ireland"	"medical evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	53	682
795	"378"	"<S1B-062$B>"	"S1B-062"	"1"	"287"	"B"	"northern ireland"	"medical evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"court clerk"	NA	NA	NA	9	72
796	"379"	"<S1B-062$C>"	"S1B-062"	"1"	"288"	"C"	"northern ireland"	"medical evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"medical doctor"	NA	NA	NA	66	900
797	"380"	"<S1B-062$D>"	"S1B-062"	"1"	"289"	"D"	"northern ireland"	"medical evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	5	38
798	"381"	"<S1B-063$A>"	"S1B-063"	"1"	"290"	"A"	"northern ireland"	"injury evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"engineer"	NA	NA	NA	77	1159
799	"382"	"<S1B-063$B>"	"S1B-063"	"1"	"291"	"B"	"northern ireland"	"injury evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"court clerk"	NA	NA	NA	6	9
800	"383"	"<S1B-063$C>"	"S1B-063"	"1"	"292"	"C"	"northern ireland"	"injury evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"high court judge"	NA	NA	NA	14	112
801	"384"	"<S1B-063$D>"	"S1B-063"	"1"	"293"	"D"	"northern ireland"	"injury evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	20	365
802	"385"	"<S1B-063$E>"	"S1B-063"	"1"	"294"	"E"	"northern ireland"	"injury evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	20	282
803	"386"	"<S1B-064$A>"	"S1B-064"	"1"	"295"	"A"	"northern ireland"	"adoption"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	46	1160
804	"387"	"<S1B-064$B>"	"S1B-064"	"1"	"296"	"B"	"northern ireland"	"adoption"	"1990-1994"	"male"	NA	NA	NA	NA	"judge"	NA	NA	NA	10	236
805	"388"	"<S1B-064$C>"	"S1B-064"	"1"	"297"	"C"	"northern ireland"	"adoption"	"1990-1994"	"female"	NA	NA	NA	NA	"barrister"	NA	NA	NA	14	319
806	"389"	"<S1B-064$D>"	"S1B-064"	"1"	"298"	"D"	"northern ireland"	"adoption"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	15	332
807	"390"	"<S1B-065$A>"	"S1B-065"	"1"	"299"	"A"	"northern ireland"	"police evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"police officer"	NA	NA	NA	75	1122
808	"391"	"<S1B-065$B>"	"S1B-065"	"1"	"300"	"B"	"northern ireland"	"police evidence"	"1990-1994"	"female"	NA	NA	NA	NA	"barrister"	NA	NA	NA	32	401
809	"392"	"<S1B-065$C>"	"S1B-065"	"1"	"301"	"C"	"northern ireland"	"police evidence"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	27	329
810	"1011"	"<S1B-066$A>"	"S1B-066"	"1"	"752"	"A"	"republic of ireland"	"resignation query 1"	"1990-1994"	"male"	NA	NA	NA	NA	"senior legal assistant"	NA	NA	NA	39	797
811	"1012"	"<S1B-066$B>"	"S1B-066"	"1"	"753"	"B"	"republic of ireland"	"resignation query 1"	"1990-1994"	"male"	"34-41"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician"	"catholic"	"english"	"french & irish gaelic & german"	5	83
812	"1013"	"<S1B-066$C>"	"S1B-066"	"1"	"737"	"C"	"republic of ireland"	"resignation query 1"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician barrister"	NA	NA	NA	12	666
813	"1014"	"<S1B-066$D>"	"S1B-066"	"1"	"754"	"D"	"republic of ireland"	"resignation query 1"	"1990-1994"	"male"	"34-41"	"galway (county)"	"dublin (county)"	"first degree"	"politician trade union official"	NA	"english"	NA	3	97
814	"1015"	"<S1B-066$E>"	"S1B-066"	"1"	"755"	"E"	"republic of ireland"	"resignation query 1"	"1990-1994"	"male"	"42-49"	"limerick"	"limerick"	"postgraduate qualification"	"politician barrister accountant"	"catholic"	"english"	"french & spanish"	19	340
815	"1016"	"<S1B-066$X>"	"S1B-066"	"1"	"756"	"X"	"republic of ireland"	"resignation query 1"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	1	1
816	"1017"	"<S1B-066$Y>"	"S1B-066"	"1"	"757"	"Y"	"non-corpus speaker"	"resignation query 1"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	4	0
817	"1018"	"<S1B-067$A>"	"S1B-067"	"1"	"755"	"A"	"republic of ireland"	"resignation query 2"	"1990-1994"	"male"	"42-49"	"limerick"	"limerick"	"postgraduate qualification"	"politician barrister accountant"	"catholic"	"english"	"french & spanish"	8	121
818	"1019"	"<S1B-067$B>"	"S1B-067"	"1"	"752"	"B"	"republic of ireland"	"resignation query 2"	"1990-1994"	"male"	NA	NA	NA	NA	"senior legal assistant"	NA	NA	NA	24	396
819	"1020"	"<S1B-067$C>"	"S1B-067"	"1"	"758"	"C"	"republic of ireland"	"resignation query 2"	"1990-1994"	"male"	"50+"	NA	NA	"first degree"	"politician"	NA	NA	NA	4	106
820	"1021"	"<S1B-067$D>"	"S1B-067"	"1"	"753"	"D"	"republic of ireland"	"resignation query 2"	"1990-1994"	"male"	"34-41"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician"	"catholic"	"english"	"french & irish gaelic & german"	2	18
821	"1022"	"<S1B-067$E>"	"S1B-067"	"1"	"737"	"E"	"republic of ireland"	"resignation query 2"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician barrister"	NA	NA	NA	7	124
822	"1023"	"<S1B-067$F>"	"S1B-067"	"1"	"759"	"F"	"republic of ireland"	"resignation query 2"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"first degree"	"politician"	"catholic"	"english & irish gaelic"	"french"	3	152
823	"1024"	"<S1B-067$X>"	"S1B-067"	"1"	"760"	"X"	"non-corpus speaker"	"resignation query 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	1	0
824	"1025"	"<S1B-068$A>"	"S1B-068"	"1"	"732"	"A"	"republic of ireland"	"revenue panel"	"1995-2001"	"male"	"50+"	"mayo"	"dublin (city)"	"postgraduate qualification"	"politician"	NA	"english"	"french & irish gaelic"	53	1067
825	"1026"	"<S1B-068$B>"	"S1B-068"	"1"	"761"	"B"	"republic of ireland"	"revenue panel"	"1995-2001"	"male"	"50+"	NA	NA	NA	"retired civil servant"	NA	NA	NA	59	1074
826	"1027"	"<S1B-068$C>"	"S1B-068"	"1"	"762"	"C"	"republic of ireland"	"revenue panel"	"1995-2001"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	3	14
827	"1028"	"<S1B-069$A>"	"S1B-069"	"1"	"755"	"A"	"republic of ireland"	"resignation query 3"	"1990-1994"	"male"	"42-49"	"limerick"	"limerick"	"postgraduate qualification"	"politician barrister accountant"	"catholic"	"english"	"french & spanish"	30	467
828	"1029"	"<S1B-069$B>"	"S1B-069"	"1"	"763"	"B"	"republic of ireland"	"resignation query 3"	"1990-1994"	"male"	NA	NA	NA	NA	"barrister"	NA	NA	NA	67	1664
829	"1030"	"<S1B-069$C>"	"S1B-069"	"1"	"764"	"C"	"republic of ireland"	"resignation query 3"	"1990-1994"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	2	24
830	"1031"	"<S1B-070$A>"	"S1B-070"	"1"	"759"	"A"	"republic of ireland"	"ag cross exam"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	"first degree"	"politician"	"catholic"	"english & irish gaelic"	"french"	25	655
831	"1032"	"<S1B-070$B>"	"S1B-070"	"1"	"765"	"B"	"republic of ireland"	"ag cross exam"	"1990-1994"	"male"	"50+"	NA	"dublin (county)"	"postgraduate qualification"	"barrister"	"catholic"	"english"	NA	45	1135
832	"1033"	"<S1B-070$C>"	"S1B-070"	"1"	"764"	"C"	"republic of ireland"	"ag cross exam"	"1990-1994"	"male"	NA	NA	NA	NA	"politician"	NA	NA	NA	9	124
833	"1034"	"<S1B-070$D>"	"S1B-070"	"1"	"755"	"D"	"republic of ireland"	"ag cross exam"	"1990-1994"	"male"	"42-49"	"limerick"	"limerick"	"postgraduate qualification"	"politician barrister accountant"	"catholic"	"english"	"french & spanish"	17	251
