"id"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"age"	"sex"	"education"	"education-level"	"id.orig"	"text.cat"	"no.interlocs"	"communicative.role"	"surname"	"first.name"	"nationality"	"first.language"	"occupation"	"organising.body"	"date"	"time"	"place"	"address"	"audience"	"channel"	"main.title"	"source.title"	"speech.unit.count"	"word.count"
"580"	"<ICE-JAM:$D>"	"S1B-063"	"1"	"D"	NA	"male"	NA	NA	"899"	"spoken-dialogue-public-legal cross-examinations"	"8"	NA	"nelson"	"gayle"	"jamaican"	NA	"defence attorney"	NA	"1995-1999"	"10:23/2:05pm/10:57am/10:17"	"kingston, jamaica"	NA	NA	NA	NA	NA	"1"	"5"
"581"	"<ICE-JAM:$E>"	"S1B-063"	"1"	"E"	NA	"male"	NA	NA	"900"	"spoken-dialogue-public-legal cross-examinations"	"8"	NA	"fletcher"	"r."	"jamaican"	NA	"defence attorney"	NA	"1995-1999"	"10:23/2:05pm/10:57am/10:17"	"kingston, jamaica"	NA	NA	NA	NA	NA	"1"	"2"
"582"	"<ICE-JAM:$A>"	"S1B-063"	"2"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"25"	"188"
"583"	"<ICE-JAM:$C>"	"S1B-063"	"2"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"37"
"584"	"<ICE-JAM:$D>"	"S1B-063"	"2"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"18"
"585"	"<ICE-JAM:$F>"	"S1B-063"	"2"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"30"	"397"
"586"	"<ICE-JAM:$A>"	"S1B-063"	"3"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"31"	"170"
"587"	"<ICE-JAM:$C>"	"S1B-063"	"3"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"8"	"51"
"588"	"<ICE-JAM:$D>"	"S1B-063"	"3"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"5"
"589"	"<ICE-JAM:$E>"	"S1B-063"	"3"	"E"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"2"
"590"	"<ICE-JAM:$G>"	"S1B-063"	"3"	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"22"	"187"
"591"	"<ICE-JAM:$A>"	"S1B-063"	"4"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"32"	"307"
"592"	"<ICE-JAM:$C>"	"S1B-063"	"4"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"26"	"206"
"593"	"<ICE-JAM:$D>"	"S1B-063"	"4"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"23"	"221"
"594"	"<ICE-JAM:$H>"	"S1B-063"	"4"	"H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"29"
"595"	"<ICE-JAM:$A>"	"S1B-064"	"1"	"A"	NA	"male"	NA	NA	"904"	"spoken-dialogue-public-legal cross-examinations"	"6"	NA	"fletcher"	"r."	"jamaican"	NA	"defence attorney"	NA	"1995-1999"	"12:10"	"kingston, jamaica"	NA	NA	NA	NA	NA	"97"	"921"
"596"	"<ICE-JAM:$B>"	"S1B-064"	"1"	"B"	"18-25"	"female"	NA	NA	"905"	"spoken-dialogue-public-legal cross-examinations"	"6"	NA	"larmond"	"dionne"	"jamaican"	NA	NA	NA	"1995-1999"	"12:10"	"kingston, jamaica"	NA	NA	NA	NA	NA	"56"	"170"
"597"	"<ICE-JAM:$C>"	"S1B-064"	"1"	"C"	NA	"male"	NA	NA	"906"	"spoken-dialogue-public-legal cross-examinations"	"6"	NA	"marsh"	NA	"jamaican"	NA	"judge"	NA	"1995-1999"	"12:10"	"kingston, jamaica"	NA	NA	NA	NA	NA	"57"	"397"
"598"	"<ICE-JAM:$D>"	"S1B-064"	"1"	"D"	NA	"male"	NA	NA	"907"	"spoken-dialogue-public-legal cross-examinations"	"6"	NA	"mahoney"	"c."	"jamaican"	NA	"defence attorney"	NA	"1995-1999"	"12:10"	"kingston, jamaica"	NA	NA	NA	NA	NA	"5"	"64"
"599"	"<ICE-JAM:$E>"	"S1B-064"	"1"	"E"	NA	NA	NA	NA	"908"	"spoken-dialogue-public-legal cross-examinations"	"6"	NA	NA	NA	"jamaican"	NA	"crown counsel"	NA	"1995-1999"	"12:10"	"kingston, jamaica"	NA	NA	NA	NA	NA	"1"	"9"
"600"	"<ICE-JAM:$A>"	"S1B-064"	"2"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"31"	"352"
"601"	"<ICE-JAM:$C>"	"S1B-064"	"2"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"19"
"602"	"<ICE-JAM:$F>"	"S1B-064"	"2"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"29"	"108"
"603"	"<ICE-JAM:$A>"	"S1B-065"	"1"	"A"	NA	"female"	NA	"university education"	"911"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"palmer"	"lisa"	"jamaican"	NA	"crown counsel"	NA	"2000-2004"	"3:17 pm"	"black river, jamaica"	NA	NA	NA	NA	NA	"48"	"332"
"604"	"<ICE-JAM:$B>"	"S1B-065"	"1"	"B"	NA	"male"	NA	NA	"912"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"morris"	"ballington"	"jamaican"	NA	"farmer"	NA	"2000-2004"	"3:17 pm"	"black river, jamaica"	NA	NA	NA	NA	NA	"117"	"1254"
"605"	"<ICE-JAM:$C>"	"S1B-065"	"1"	"C"	NA	"male"	NA	"university education"	"913"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"harrison"	"k."	"jamaican"	NA	"judge"	NA	"2000-2004"	"3:17 pm"	"black river, jamaica"	NA	NA	NA	NA	NA	"20"	"93"
"606"	"<ICE-JAM:$D>"	"S1B-065"	"1"	"D"	"46+"	"male"	NA	"university education"	"914"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"palmer"	"jeremy"	"jamaican"	NA	"defence counsel"	NA	"2000-2004"	"3:17 pm"	"black river, jamaica"	NA	NA	NA	NA	NA	"33"	"338"
"607"	"<ICE-JAM:$A>"	"S1B-066"	"1"	"A"	NA	"male"	NA	NA	"915"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"morris"	"ballington"	"jamaican"	NA	"farmer"	NA	"2000-2004"	"afternoon/morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"72"	"509"
"608"	"<ICE-JAM:$B>"	"S1B-066"	"1"	"B"	"46+"	"male"	NA	"university education"	"916"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"palmer"	"jeremy"	"jamaican"	NA	"defence counsel"	NA	"2000-2004"	"afternoon/morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"52"	"553"
"609"	"<ICE-JAM:$C>"	"S1B-066"	"1"	"C"	NA	"male"	NA	"university education"	"917"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"harrison"	"k."	"jamaican"	NA	"trial judge"	NA	"2000-2004"	"afternoon/morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"10"	"59"
"610"	"<ICE-JAM:$D>"	"S1B-066"	"1"	"D"	NA	"female"	NA	"university education"	"918"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"palmer"	"lisa"	"jamaican"	NA	"crown counsel"	NA	"2000-2004"	"afternoon/morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"1"	"2"
"611"	"<ICE-JAM:$B>"	"S1B-066"	"2"	"B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"65"
"612"	"<ICE-JAM:$C>"	"S1B-066"	"2"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"19"	"128"
"613"	"<ICE-JAM:$D>"	"S1B-066"	"2"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"29"	"290"
"614"	"<ICE-JAM:$E>"	"S1B-066"	"2"	"E"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"47"	"398"
"615"	"<ICE-JAM:$A>"	"S1B-067"	"1"	"A"	"26-45"	"male"	NA	NA	"920"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"edwards"	"everton"	"jamaican"	NA	"police officer"	NA	"2000-2004"	"morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"13"	"67"
"616"	"<ICE-JAM:$B>"	"S1B-067"	"1"	"B"	NA	"male"	NA	"university education"	"921"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"harrison"	"k."	"jamaican"	NA	"trial judge"	NA	"2000-2004"	"morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"49"	"447"
"617"	"<ICE-JAM:$C>"	"S1B-067"	"1"	"C"	NA	"female"	NA	"university education"	"922"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"palmer"	"lisa"	"jamaican"	NA	"crown counsel"	NA	"2000-2004"	"morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"45"	"518"
"618"	"<ICE-JAM:$D>"	"S1B-067"	"1"	"D"	"46+"	"male"	NA	"university education"	"923"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"palmer"	"jeremy"	"jamaican"	NA	"defence counsel"	NA	"2000-2004"	"morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"58"	"594"
"619"	"<ICE-JAM:$E>"	"S1B-067"	"1"	"E"	"26-45"	"male"	NA	NA	"924"	"spoken-dialogue-public-legal cross-examinations"	"5"	NA	"kenton"	"kenton"	"jamaican"	NA	"farmer"	NA	"2000-2004"	"morning"	"black river, jamaica"	NA	NA	NA	NA	NA	"76"	"401"
"620"	"<ICE-JAM:$A>"	"S1B-068"	"1"	"A"	"26-45"	"female"	NA	"university education"	"925"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"malahoo"	"marlene"	"jamaican"	NA	"crown attorney"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"97"	"619"
"621"	"<ICE-JAM:$B>"	"S1B-068"	"1"	"B"	NA	"male"	NA	NA	"926"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"blackwood"	"robert"	"jamaican"	NA	"shop keeper"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"146"	"1045"
"622"	"<ICE-JAM:$C>"	"S1B-068"	"1"	"C"	NA	"female"	NA	"university education"	"927"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"mcintosh"	"norma"	"jamaican"	NA	"trial judge"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"47"	"257"
"623"	"<ICE-JAM:$D>"	"S1B-068"	"1"	"D"	NA	"female"	NA	"university education"	"928"	"spoken-dialogue-public-legal cross-examinations"	"4"	NA	"brown-hasfal"	NA	"jamaican"	NA	"defence attorney"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"11"	"106"
"624"	"<ICE-JAM:$A>"	"S1B-069"	"1"	"A"	NA	"female"	NA	"university education"	"929"	"spoken-dialogue-public-legal cross-examinations"	"3"	NA	"brown-hasfal"	NA	"jamaican"	NA	"defence attorney"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"102"	"1013"
"625"	"<ICE-JAM:$B>"	"S1B-069"	"1"	"B"	NA	"male"	NA	NA	"930"	"spoken-dialogue-public-legal cross-examinations"	"3"	NA	"blackwood"	"robert"	"jamaican"	NA	"shop keeper"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"122"	"719"
"626"	"<ICE-JAM:$C>"	"S1B-069"	"1"	"C"	NA	"female"	NA	"university education"	"931"	"spoken-dialogue-public-legal cross-examinations"	"3"	NA	"mcintosh"	"norma"	"jamaican"	NA	"trial judge"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"28"	"279"
"627"	"<ICE-JAM:$A>"	"S1B-070"	"1"	"A"	NA	"male"	NA	"university education"	"932"	"spoken-dialogue-public-legal cross-examinations"	"3"	NA	"reece"	"dwight"	"jamaican"	NA	"defence attorney"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"110"	"1003"
"628"	"<ICE-JAM:$B>"	"S1B-070"	"1"	"B"	NA	"male"	NA	NA	"933"	"spoken-dialogue-public-legal cross-examinations"	"3"	NA	"blackwood"	"robert"	"jamaican"	NA	"shop keeper"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"130"	"922"
"629"	"<ICE-JAM:$C>"	"S1B-070"	"1"	"C"	NA	"female"	NA	"university education"	"934"	"spoken-dialogue-public-legal cross-examinations"	"3"	NA	"mcintosh"	"norma"	"jamaican"	NA	"trial judge"	NA	"2000-2004"	"morning"	"st. ann's bay, jamaica"	NA	NA	NA	NA	NA	"25"	"97"
"630"	"<ICE-JAM:$A>"	"S1B-071"	"1"	"A"	NA	"male"	NA	NA	"935"	"spoken-dialogue-public-business transactions"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	NA	NA	NA	"2000-2004"	"3:10 pm"	"kingston, jamaica"	"ministry of industry, commerce and technology, 36 trafalgar rd, kingston 10"	NA	NA	NA	NA	"106"	"918"
"631"	"<ICE-JAM:$B>"	"S1B-071"	"1"	"B"	"26-45"	"male"	NA	"university education"	"936"	"spoken-dialogue-public-business transactions"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english"	"system administrator"	NA	"2000-2004"	"3:10 pm"	"kingston, jamaica"	"ministry of industry, commerce and technology, 36 trafalgar rd, kingston 10"	NA	NA	NA	NA	"136"	"1227"
"632"	"<ICE-JAM:$A>"	"S1B-072"	"1"	"A"	"26-45"	"female"	NA	"university education"	"937"	"spoken-dialogue-public-business transactions"	"4"	NA	"anonymous"	"<@>laura</@>"	"jamaican"	"english/patois"	"marketing"	NA	"2000-2004"	"12 pm"	"kingston, jamaica"	"paul goldson & co. chartered accountants, 6 oxford road, new kingston, kingston 5"	NA	NA	NA	NA	"55"	"273"
"633"	"<ICE-JAM:$B>"	"S1B-072"	"1"	"B"	"26-45"	"female"	"bachelor's degree"	"university education"	"938"	"spoken-dialogue-public-business transactions"	"4"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"administrator"	NA	"2000-2004"	"12 pm"	"kingston, jamaica"	"paul goldson & co. chartered accountants, 6 oxford road, new kingston, kingston 5"	NA	NA	NA	NA	"108"	"570"
"634"	"<ICE-JAM:$C>"	"S1B-072"	"1"	"C"	"46+"	"male"	NA	NA	"939"	"spoken-dialogue-public-business transactions"	"4"	NA	"<@>chen</@>"	"anonymous"	"jamaican"	"english"	"mqr dir."	NA	"2000-2004"	"12 pm"	"kingston, jamaica"	"paul goldson & co. chartered accountants, 6 oxford road, new kingston, kingston 5"	NA	NA	NA	NA	"108"	"831"
"635"	"<ICE-JAM:$D>"	"S1B-072"	"1"	"D"	"26-45"	"female"	"master's degree"	"university education"	"940"	"spoken-dialogue-public-business transactions"	"4"	NA	"<@>hamilton</@>"	"<@>mary</@>"	"jamaican"	"english"	"information technology manager"	NA	"2000-2004"	"12 pm"	"kingston, jamaica"	"paul goldson & co. chartered accountants, 6 oxford road, new kingston, kingston 5"	NA	NA	NA	NA	"72"	"368"
"636"	"<ICE-JAM:$A>"	"S1B-073"	"1"	"A"	NA	"male"	NA	NA	"941"	"spoken-dialogue-public-business transactions"	"10"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"mona registrar"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"76"	"1147"
"637"	"<ICE-JAM:$B>"	"S1B-073"	"1"	"B"	NA	"female"	NA	NA	"942"	"spoken-dialogue-public-business transactions"	"10"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"3"	"85"
"638"	"<ICE-JAM:$C>"	"S1B-073"	"1"	"C"	NA	"male"	NA	NA	"943"	"spoken-dialogue-public-business transactions"	"10"	NA	"anonymous"	"<@>billy</@>"	"jamaican"	NA	"director of carn management, ministry of finance and planning"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"16"	"248"
"639"	"<ICE-JAM:$D>"	"S1B-073"	"1"	"D"	NA	"male"	NA	NA	"944"	"spoken-dialogue-public-business transactions"	"10"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"45"	"741"
"640"	"<ICE-JAM:$E>"	"S1B-073"	"1"	"E"	NA	"male"	NA	NA	"945"	"spoken-dialogue-public-business transactions"	"10"	NA	"anonymous"	NA	"jamaican"	NA	NA	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"2"	"18"
"641"	"<ICE-JAM:$F>"	"S1B-073"	"1"	"F"	NA	"male"	NA	NA	"946"	"spoken-dialogue-public-business transactions"	"10"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"deputy bursar"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"4"	"30"
"642"	"<ICE-JAM:$V>"	"S1B-073"	"1"	"V"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"0"
"643"	"<ICE-JAM:$W>"	"S1B-073"	"1"	"W"	NA	"male"	NA	NA	"950"	"spoken-dialogue-public-business transactions"	"10"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut negotiator"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"43"	"0"
"644"	"<ICE-JAM:$X>"	"S1B-073"	"1"	"X"	NA	"male"	NA	NA	"949"	"spoken-dialogue-public-business transactions"	"10"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"chairman uwi"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"31"	"0"
"645"	"<ICE-JAM:$Y>"	"S1B-073"	"1"	"Y"	NA	"male"	NA	NA	"948"	"spoken-dialogue-public-business transactions"	"10"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut president"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"23"	"0"
"646"	"<ICE-JAM:$Z>"	"S1B-073"	"1"	"Z"	NA	"male"	NA	NA	"947"	"spoken-dialogue-public-business transactions"	"10"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"5"	"0"
"647"	"<ICE-JAM:$A>"	"S1B-074"	"1"	"A"	NA	"male"	NA	NA	"951"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"55"	"1605"
"648"	"<ICE-JAM:$B>"	"S1B-074"	"1"	"B"	NA	"male"	NA	NA	"953"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"director of carn management, ministry of finance and planning"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"8"	"164"
"649"	"<ICE-JAM:$C>"	"S1B-074"	"1"	"C"	NA	"female"	NA	NA	"954"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"3"	"78"
"650"	"<ICE-JAM:$D>"	"S1B-074"	"1"	"D"	NA	"male"	NA	NA	"955"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"mona registrar"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"6"	"158"
"651"	"<ICE-JAM:$E>"	"S1B-074"	"1"	"E"	NA	"male"	NA	NA	"956"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"deputy bursar"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"8"	"96"
"652"	"<ICE-JAM:$Y>"	"S1B-074"	"1"	"Y"	NA	"male"	NA	NA	"958"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut president"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"4"	"0"
"653"	"<ICE-JAM:$Z>"	"S1B-074"	"1"	"Z"	NA	"male"	NA	NA	"957"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"chairman uwi"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"19"	"4"
"654"	"<ICE-JAM:$A>"	"S1B-075"	"1"	"A"	NA	"male"	NA	NA	"959"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"team member wigut"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"57"	"1126"
"655"	"<ICE-JAM:$X>"	"S1B-075"	"1"	"X"	NA	"male"	NA	NA	"965"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut negotiator"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"4"	"0"
"656"	"<ICE-JAM:$Y>"	"S1B-075"	"1"	"Y"	NA	"male"	NA	NA	"964"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut president"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"2"	"0"
"657"	"<ICE-JAM:$Z>"	"S1B-075"	"1"	"Z"	NA	"male"	NA	NA	"963"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"chairman uwi"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"10"	"0"
"658"	"<ICE-JAM:$A>"	"S1B-075"	"2"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"37"	"497"
"659"	"<ICE-JAM:$B>"	"S1B-075"	"2"	"B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"12"	"196"
"660"	"<ICE-JAM:$C>"	"S1B-075"	"2"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"17"	"206"
"661"	"<ICE-JAM:$D>"	"S1B-075"	"2"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"9"
"662"	"<ICE-JAM:$X>"	"S1B-075"	"2"	"X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"17"	"0"
"663"	"<ICE-JAM:$Z>"	"S1B-075"	"2"	"Z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"26"	"0"
"664"	"<ICE-JAM:$A>"	"S1B-076"	"1"	"A"	NA	"female"	NA	NA	"966"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"university registrar"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"40"	"784"
"665"	"<ICE-JAM:$B>"	"S1B-076"	"1"	"B"	NA	"male"	NA	NA	"967"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"wigut team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"35"	"833"
"666"	"<ICE-JAM:$C>"	"S1B-076"	"1"	"C"	NA	"male"	NA	NA	"968"	"spoken-dialogue-public-business transactions"	"7"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"mona registrar"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"22"	"426"
"667"	"<ICE-JAM:$W>"	"S1B-076"	"1"	"W"	NA	"male"	NA	NA	"972"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut president"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"13"	"0"
"668"	"<ICE-JAM:$X>"	"S1B-076"	"1"	"X"	NA	"male"	NA	NA	"969"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut negotiator"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"40"	"98"
"669"	"<ICE-JAM:$Y>"	"S1B-076"	"1"	"Y"	NA	"male"	NA	NA	"970"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"anonymous"	"anonymous"	"jamaican"	NA	"wigut team member"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"2"	"0"
"670"	"<ICE-JAM:$Z>"	"S1B-076"	"1"	"Z"	NA	"male"	NA	NA	"971"	"spoken-dialogue-public-business transactions"	"7"	"extra-corpus speaker"	"<@>connery</@>"	"anonymous"	"jamaican"	NA	"chairman uwi"	NA	"1995-1999"	"2 pm"	NA	NA	NA	NA	NA	NA	"23"	"0"
"671"	"<ICE-JAM:$A>"	"S1B-077"	"1"	"A"	NA	"male"	NA	NA	"974"	"spoken-dialogue-public-business transactions"	"6"	NA	"anonymous"	"anonymous"	"jamaican"	NA	"wigut team member"	NA	"1995-1999"	"2 pm / 9 am"	NA	NA	NA	NA	NA	NA	"95"	"1308"
